state,state_fips_code,year,trade_school_check,Level and degree/certificate-seeking status of student,Undergraduate or graduate level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women,Gender unknown,Another gender,Total of gender unknown and  another gender,Total gender reported as one of the mutually exclusive binary categories (Men/Women)
Kansas,KS,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,236788,106060,130728,2935,1271,1664,7401,3436,3965,16966,8501,8465,27765,11891,15874,585,290,295,148589,64825,83764,9776,4141,5635,10574,5290,5284,12197,6415,5782,0,0,0,0
Kansas,KS,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,221560,98143,123417,2669,1132,1537,6834,3119,3715,16171,8164,8007,26388,11195,15193,570,299,271,137829,59712,78117,9228,3799,5429,9902,4780,5122,11969,5943,6026,0,0,0,0
Kansas,KS,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,215755,96758,118997,2538,1071,1467,6965,3194,3771,15436,7861,7575,26858,11528,15330,552,265,287,132909,58593,74316,9116,3841,5275,14678,6561,8117,6703,3844,2859,405,34,439.0,0
Kansas,KS,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,215008,96828,118180,2727,1162,1565,6892,3131,3761,15421,7814,7607,27938,11944,15994,594,286,308,131897,58517,73380,9507,4216,5291,13645,6143,7502,6387,3615,2772,605,78,000010111201103400.05020044300.0.0018121383000.0000050.22148059.500016002600000.00000.00,201479
Kansas,KS,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,219377,98231,121146,2929,1259,1670,7104,3259,3845,15669,7858,7811,30235,12791,17444,621,298,323,132498,58416,74082,10026,4426,5600,13057,5974,7083,7238,3950,3288,1017,112,5000.0201207.01121000.0..1043400205...01181762731..00000547.311490..3000320022000.00000000000,188504
Kentucky,KY,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,268853,111972,156881,597,271,326,4881,2101,2780,24130,9574,14556,11720,4807,6913,275,121,154,201305,83304,118001,9263,3497,5766,13389,6311,7078,3293,1986,1307,0,0,0,0
Kentucky,KY,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,251951,99174,152777,535,201,334,5066,2087,2979,23595,8863,14732,12161,4786,7375,271,100,171,186372,73196,113176,9218,3329,5889,11819,4901,6918,2914,1711,1203,0,0,0,0
Kentucky,KY,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,252168,99590,152578,564,227,337,5460,2256,3204,23999,9006,14993,13051,5069,7982,267,113,154,184408,73069,111339,9137,3296,5841,11915,4677,7238,3367,1877,1490,1951,88,2039.0,0
Kentucky,KY,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,261384,103753,157631,594,220,374,5809,2382,3427,25205,9635,15570,14417,5737,8680,287,133,154,190817,75915,114902,9768,3650,6118,11131,4245,6886,3356,1836,1520,1832,107,0048285170000.00005000000.000012000081074407821209701072463603358811085500003575053000000000000000000000,249177
Kentucky,KY,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,272174,107660,164514,651,256,395,6252,2606,3646,26402,10065,16337,16387,6470,9917,299,126,173,197349,77811,119538,10653,3944,6709,11035,4618,6417,3146,1764,1382,2505,285,005210614101500150190000930016900.0000600.0131003708131601330180112570601166892250560000386209300000000030000000000000,259235
Louisiana,LA,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,270057,101929,168128,1817,652,1165,5729,2512,3217,88209,27176,61033,15093,5798,9295,1895,592,1303,132800,54225,78575,8368,3128,5240,11183,5115,6068,4963,2731,2232,0,0,0,0
Louisiana,LA,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,265045,96286,168759,1920,660,1260,5857,2548,3309,88211,26081,62130,15347,5796,9551,2006,596,1410,130157,51889,78268,8883,3235,5648,8628,3459,5169,4036,2022,2014,0,0,0,0
Louisiana,LA,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,260512,96097,164415,1964,678,1286,5951,2577,3374,88028,26517,61511,15378,5850,9528,921,290,631,126708,50815,75893,7828,2872,4956,9504,4410,5094,4230,2088,2142,173,0,173.0,0
Louisiana,LA,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,263460,97382,166078,1681,589,1092,5978,2601,3377,91593,27594,63999,16312,6177,10135,504,176,328,125547,50928,74619,7842,2878,4964,9631,4258,5373,4372,2181,2191,67,0,20000000.00000050500000730001710000000.000000000000000000000000000000000000000000000000000000900000000000000,234597
Louisiana,LA,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,271380,100688,170692,1530,558,972,6345,2774,3571,93864,28128,65736,17898,6936,10962,349,129,220,127766,52273,75493,8532,3096,5436,10468,4432,6036,4628,2362,2266,54,0,01000000000070013000000911.0.2020000000000.0.000000000000.0000000000000000000000.0000000000000000000000000000,264810
Maine,ME,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,81904,33536,48368,659,245,414,1878,714,1164,3139,1497,1642,2401,1085,1316,91,36,55,59812,24227,35585,2291,936,1355,10263,4090,6173,1370,706,664,0,0,0,0
Maine,ME,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,78309,31123,47186,535,199,336,1825,704,1121,3069,1482,1587,2622,1144,1478,78,23,55,57588,22639,34949,2337,914,1423,8941,3342,5599,1314,676,638,0,0,0,0
Maine,ME,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,78836,30820,48016,521,191,330,1647,619,1028,3203,1486,1717,3093,1287,1806,73,27,46,57145,22226,34919,2693,1041,1652,8976,3161,5815,1485,782,703,1007,63,1070.0,0
Maine,ME,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,84042,32773,51269,619,246,373,2341,882,1459,4054,1801,2253,3948,1600,2348,92,32,60,63349,24226,39123,2994,1139,1855,5094,2045,3049,1551,802,749,1324,141,0111800.73883120215236310059.18620..5752.400.57001,65574
Maine,ME,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,89981,35393,54588,674,243,431,2511,955,1556,4738,2116,2622,4644,1871,2773,90,24,66,66513,25738,40775,3434,1271,2163,5560,2239,3321,1817,936,881,1372,401,04715000.7638257046415410136.2291210067699100025127200,80995
Marshall Islands,MH,2020,0,Undergraduate total,Undergraduate,1329,621,708,0,0,0,9,4,5,0,0,0,0,0,0,1303,608,695,13,8,5,3,0,3,1,1,0,0,0,0,0,0,0,0
Marshall Islands,MH,2021,0,Undergraduate total,Undergraduate,1637,748,889,0,0,0,4,3,1,1,0,1,0,0,0,1623,742,881,5,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0
Marshall Islands,MH,2022,0,Undergraduate total,Undergraduate,1840,823,1017,0,0,0,5,2,3,1,1,0,1,0,1,1823,814,1009,5,4,1,2,1,1,2,1,1,1,0,1,0,0,0.0,0
Marshall Islands,MH,2023,0,Undergraduate total,Undergraduate,1735,772,963,0,0,0,1,0,1,0,0,0,1,0,1,1723,768,955,1,1,0,3,0,3,0,0,0,6,3,3,0,0,.,0
Marshall Islands,MH,2024,0,Undergraduate total,Undergraduate,1450,657,793,0,0,0,9,4,5,0,0,0,1,0,1,1438,651,787,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.,0
Maryland,MD,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,382640,172313,210327,1173,504,669,27755,13728,14027,110238,43393,66845,41191,19095,22096,998,559,439,154046,73116,80930,16825,7448,9377,16164,7904,8260,14250,6566,7684,0,0,0,0
Maryland,MD,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,371786,162947,208839,1099,485,614,28273,13789,14484,107322,40154,67168,41969,18888,23081,1010,544,466,145529,67972,77557,17550,7661,9889,16302,7780,8522,12732,5674,7058,0,0,0,0
Maryland,MD,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,351175,156055,195120,1012,467,545,27475,13686,13789,100909,38779,62130,41507,19063,22444,952,494,458,133696,63092,70604,16261,7140,9121,16831,7890,8941,12532,5444,7088,4687,340,5027.0,0
Maryland,MD,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,356051,161701,194350,1020,491,529,28765,14567,14198,103207,41021,62186,44860,21080,23780,980,505,475,129560,62470,67090,16822,7499,9323,17027,7999,9028,13810,6069,7741,5879,392,1615100054.114032411063020.0.100.021.02341.00090000000.06570041845000011601270.0170129000.0000000000,305734
Maryland,MD,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,372570,169695,202875,1118,519,599,30173,15359,14814,107485,42975,64510,48668,22984,25684,1009,528,481,129768,62382,67386,18089,8076,10013,21651,10412,11239,14609,6460,8149,10037,676,214..00103.0352566639835313.00400.02010801713556000121800002601505100011522490000440230014037012300.0000000000,346412
Massachusetts,MA,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,439647,187778,251869,799,309,490,35557,15400,20157,41755,16511,25244,58071,21705,36366,361,149,212,221158,97363,123795,15258,6270,8988,33297,13514,19783,33391,16557,16834,0,0,0,0
Massachusetts,MA,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,414913,173694,241219,735,264,471,36286,15452,20834,39174,14816,24358,55894,20205,35689,343,152,191,208294,90053,118241,15610,6270,9340,28653,11532,17121,29924,14950,14974,0,0,0,0
Massachusetts,MA,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,407759,170809,236950,719,270,449,38011,16346,21665,38623,14652,23971,56551,20445,36106,324,137,187,199457,86283,113174,16013,6561,9452,27823,11231,16592,30238,14884,15354,2032,300,2332.0,0
Massachusetts,MA,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,401504,169233,232271,670,248,422,38689,16715,21974,38436,14728,23708,58729,21572,37157,327,129,198,189896,82427,107469,15769,6523,9246,27584,11436,16148,31404,15455,15949,2599,620,0041350180870247000041.02.002.50728130117.000.00.1301221200.0000..345000003120.00.0113414.0010401086205002000240134070204000001243840014903482178092700.0691000000000000..00000000.00.0,346888
Massachusetts,MA,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,408625,172260,236365,659,262,397,39905,17301,22604,40453,15645,24808,63364,23170,40194,306,129,177,187893,81768,106125,16659,6811,9848,27555,11465,16090,31831,15709,16122,4075,1014,006500490143131849000160.01.032307057.1303360000390..1423.190.0.07009.10955119790035841902.031521600.63111673090.00003713301291420.0.97444401560257110112.613400840187000.0000000084000000000000270,361387
Michigan,MI,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,576553,253628,322925,3331,1299,2032,23282,11350,11932,74013,26770,47243,33129,14189,18940,606,293,313,373092,166463,206629,22271,9110,13161,29341,14339,15002,17488,9815,7673,0,0,0,0
Michigan,MI,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,537310,227366,309944,2996,1106,1890,23643,11274,12369,67379,22614,44765,32630,13431,19199,517,242,275,346848,149235,197613,21639,8689,12950,26934,12402,14532,14724,8373,6351,0,0,0,0
Michigan,MI,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,527433,224248,303185,3061,1127,1934,24202,11601,12601,67715,22705,45010,34616,14195,20421,530,251,279,330056,142671,187385,21139,8535,12604,31441,14862,16579,14673,8301,6372,3131,67,3198.0,0
Michigan,MI,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,511509,219992,291517,3080,1168,1912,24841,11917,12924,67159,23298,43861,35578,14711,20867,491,239,252,312017,136239,175778,20707,8429,12278,31670,14903,16767,15966,9088,6878,3549,119,0000000002300314.0010009809300008.00015021499017000000000021800004000000000000.0.00993600024271.0086004833205600000510300000000000000000000.010000000000000000000000.0000000.000,498884
Michigan,MI,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,524509,227209,297300,3343,1260,2083,25935,12433,13502,73105,26252,46853,39090,16185,22905,490,244,246,315417,138245,177172,21743,8981,12762,28738,14111,14627,16648,9498,7150,4751,209,02704230.052100238.0070050019800.0131610.01202782137.000000000.714000030.00000000000.00013733000183320480100183324300100042000000.0.001.0200.0000.0000001010000.00000.00000330000..00.00,492967
Micronesia,FM,2020,0,Undergraduate total,Undergraduate,2462,1049,1413,0,0,0,1,1,0,0,0,0,0,0,0,2445,1043,1402,1,1,0,0,0,0,15,4,11,0,0,0,0,0,0,0
Micronesia,FM,2021,0,Undergraduate total,Undergraduate,2595,1076,1519,0,0,0,2,0,2,0,0,0,0,0,0,2593,1076,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,FM,2022,0,Undergraduate total,Undergraduate,2830,1167,1663,0,0,0,2,0,2,0,0,0,0,0,0,2828,1167,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
Micronesia,FM,2023,0,Undergraduate total,Undergraduate,2438,942,1496,0,0,0,4,1,3,0,0,0,0,0,0,2434,941,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438
Micronesia,FM,2024,0,Undergraduate total,Undergraduate,2437,937,1500,0,0,0,4,1,3,1,0,1,0,0,0,2429,935,1494,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2437
Minnesota,MN,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,386490,156124,230366,2991,1083,1908,23272,9651,13621,43331,16323,27008,25047,9589,15458,457,190,267,242959,99022,143937,14707,5715,8992,22911,8636,14275,10815,5915,4900,0,0,0,0
Minnesota,MN,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,375461,146384,229077,2730,960,1770,23243,9270,13973,44171,15407,28764,25743,9230,16513,468,182,286,237460,94069,143391,14358,5276,9082,18273,7056,11217,9015,4934,4081,0,0,0,0
Minnesota,MN,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,359597,140130,219467,2723,972,1751,22109,8898,13211,45243,15536,29707,25926,9183,16743,423,166,257,222762,88291,134471,14209,5216,8993,17315,7129,10186,8887,4739,4148,4143,211,4354.0,0
Minnesota,MN,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,358397,138417,219980,2934,1021,1913,22392,9096,13296,48739,16127,32612,27906,9734,18172,398,143,255,215439,84866,130573,14295,5260,9035,17478,7476,10002,8816,4694,4122,4899,330,44810.24017010001752086071122069007143600.0.31.115024.80340.19.100..57....147557884.061.3150.48709....05414..102000000060,253828
Minnesota,MN,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,379498,143431,236067,3396,1164,2232,23142,9395,13747,57315,18172,39143,31933,10854,21079,467,154,313,219974,85350,134624,15507,5793,9714,18651,7844,10807,9113,4705,4408,5129,600,5900.240140.00445918606213551930.691267000002603554033.50340.15.400..9090.4716614860749133069.3340055642..891205340236810750000.0500,300608
Mississippi,MS,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,189601,74062,115539,940,345,595,2566,1169,1397,69890,24007,45883,5205,2124,3081,139,64,75,100970,41759,59211,3661,1436,2225,4323,2079,2244,1907,1079,828,0,0,0,0
Mississippi,MS,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,184468,69851,114617,929,318,611,2232,976,1256,68069,22339,45730,5262,2114,3148,118,59,59,98416,39833,58583,3839,1493,2346,4089,1812,2277,1514,907,607,0,0,0,0
Mississippi,MS,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,172010,66286,105724,868,281,587,2131,961,1170,64056,21729,42327,5393,2222,3171,138,53,85,90702,37178,53524,3741,1465,2276,3556,1638,1918,1425,759,666,328,0,328.0,0
Mississippi,MS,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,170301,65705,104596,880,315,565,2079,869,1210,62178,21199,40979,5707,2370,3337,123,46,77,89300,36414,52886,3880,1495,2385,4693,2156,2537,1461,841,620,527,8,000000000000001100.00011660014300310001460230000000000000000,169305
Mississippi,MS,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,174268,67992,106276,953,367,586,2209,960,1249,63624,22133,41491,6458,2723,3735,133,52,81,90837,37382,53455,4236,1696,2540,4223,1761,2462,1595,918,677,814,0,00000000000.0000046000.1780015600330.03700310000000000000000,167214
Missouri,MO,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,361649,151057,210592,1682,658,1024,10388,4618,5770,41330,15501,25829,21868,9434,12434,701,323,378,249641,103962,145679,14139,5850,8289,12911,5645,7266,8989,5066,3923,0,0,0,0
Missouri,MO,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,342896,140733,202163,1581,616,965,10295,4447,5848,38179,13873,24306,21865,9191,12674,689,309,380,237892,97661,140231,13970,5675,8295,11786,5159,6627,6639,3802,2837,0,0,0,0
Missouri,MO,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,329636,135584,194052,1502,605,897,10587,4536,6051,36620,13323,23297,22555,9454,13101,643,272,371,225648,92992,132656,13659,5495,8164,11553,5069,6484,6869,3838,3031,1389,67,1456.0,0
Missouri,MO,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,320973,132548,188425,1552,627,925,10451,4514,5937,35178,12806,22372,22379,9298,13081,573,270,303,215144,89198,125946,13548,5462,8086,15011,6422,8589,7137,3951,3186,1254,116,0130008.39800000190007000310000.06217531500510270203544300..32040033000.0100000003200000000.65005200000000000000000000000000.000000000000000.0000,297756
Missouri,MO,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,322732,134222,188510,1577,657,920,10703,4603,6100,36208,13520,22688,23440,9696,13744,632,299,333,214621,89275,125346,14234,5812,8422,13414,5990,7424,7903,4370,3533,1946,230,0180000251715700000.000.00.000020.121826017200660.0.530372025.32.121052000.050000000500000000.221500067330140.000000.000000000000.000000000000000000000,278840
Montana,MT,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,53889,23979,29910,4659,1840,2819,544,203,341,490,306,184,2311,1037,1274,110,64,46,39911,17632,22279,2284,1050,1234,2642,1214,1428,938,633,305,0,0,0,0
Montana,MT,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,50410,22095,28315,4652,1610,3042,524,189,335,567,387,180,2363,1037,1326,94,45,49,37520,16595,20925,2148,921,1227,1961,899,1062,581,412,169,0,0,0,0
Montana,MT,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,51168,22525,28643,4598,1565,3033,525,201,324,477,304,173,2411,1060,1351,106,42,64,38273,17145,21128,2360,1010,1350,1803,826,977,615,372,243,259,2,261.0,0
Montana,MT,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,52033,22842,29191,4775,1592,3183,562,226,336,448,298,150,2588,1113,1475,90,43,47,38165,17102,21063,2893,1281,1612,1914,853,1061,598,334,264,315,0,001000139702..000.0116.130280.100044,48175
Montana,MT,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,52325,23189,29136,4387,1520,2867,542,214,328,413,267,146,2772,1198,1574,81,34,47,38368,17327,21041,3326,1487,1839,1900,864,1036,536,278,258,307,0,004001147.00..00001.200.00440190117,36672
Nebraska,NE,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,147555,64237,83318,1286,464,822,4495,2064,2431,8313,3637,4676,17260,7021,10239,254,103,151,99921,43147,56774,4663,1884,2779,7076,3297,3779,4287,2620,1667,0,0,0,0
Nebraska,NE,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,141420,61291,80129,1236,469,767,4154,1830,2324,8111,3585,4526,17529,7173,10356,248,93,155,95197,40917,54280,4577,1794,2783,7413,3654,3759,2955,1776,1179,0,0,0,0
Nebraska,NE,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,141757,61314,80443,1541,545,996,4185,1823,2362,8734,3739,4995,18672,7782,10890,223,84,139,94859,40809,54050,5071,2031,3040,5779,2957,2822,2693,1544,1149,756,46,802.0,0
Nebraska,NE,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,143574,62678,80896,1564,566,998,4260,1886,2374,9217,4036,5181,20297,8468,11829,224,91,133,93630,40644,52986,5196,2130,3066,6530,3335,3195,2656,1522,1134,662,156,5600100510.0.0...00430000700001350040600.0.00,120537
Nebraska,NE,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,146741,64464,82277,1712,638,1074,4532,2000,2532,9733,4274,5459,21183,8904,12279,215,93,122,93362,40696,52666,5590,2316,3274,7683,4021,3662,2731,1522,1209,441,227,379320080000..820..038100..0100121000090050000,133236
Nevada,NV,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,143474,58558,84916,1020,393,627,14538,6076,8462,12361,4410,7951,43144,16621,26523,1537,637,900,53244,23126,30118,10155,4092,6063,5913,2528,3385,1562,675,887,0,0,0,0
Nevada,NV,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,139360,54624,84736,885,313,572,14252,5814,8438,12006,4021,7985,43665,16061,27604,1460,578,882,49683,20918,28765,10624,4078,6546,5613,2319,3294,1172,522,650,0,0,0,0
Nevada,NV,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,136776,53978,82798,927,346,581,13928,5751,8177,12377,4077,8300,44431,16402,28029,1329,528,801,46345,19697,26648,10742,4175,6567,5637,2541,3096,1060,461,599,166,3,169.0,0
Nevada,NV,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,136783,55113,81670,830,316,514,13963,5889,8074,12454,4275,8179,46094,17442,28652,1282,500,782,44358,19184,25174,11467,4569,6898,5297,2482,2815,1038,456,582,665,0,483...00.3000050030022.00010.00.000300020,77812
Nevada,NV,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,142173,57682,84491,915,356,559,14143,6049,8094,12839,4467,8372,49140,18633,30507,1362,551,811,44696,19456,25240,12615,5133,7482,5440,2582,2858,1023,455,568,705,59,331.61630..8030600000446000..00.000.003.0,118091
New Hampshire,NH,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,201022,76937,124085,981,320,661,4012,1720,2292,24095,7245,16850,18123,6496,11627,528,164,364,122423,48493,73930,4976,1781,3195,23969,9736,14233,1915,982,933,0,0,0,0
New Hampshire,NH,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,223797,85831,137966,1046,362,684,4454,2000,2454,25609,7994,17615,21289,7712,13577,605,200,405,124233,48592,75641,5640,2038,3602,39163,16075,23088,1758,858,900,0,0,0,0
