state,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
mt,2023,6000,7000,9000,7000,6000,7000,7000,8000,7000,7000,8000,8000
mt,2024,8000,8000,8000,6000,16000,8000,9000,7000,8000,7000,6000,8000
mt,2025,8000,11000,11000,6000,9000,9000,9000,8000,,,,
ma,2018,36000,34000,43000,40000,33000,38000,58000,40000,34000,31000,39000,48000
ma,2019,41000,37000,39000,39000,35000,38000,36000,37000,42000,44000,39000,43000
ma,2020,49000,45000,392000,227000,54000,55000,29000,31000,33000,84000,39000,42000
ma,2021,33000,31000,34000,40000,41000,25000,25000,41000,55000,25000,24000,20000
ma,2022,30000,24000,26000,32000,23000,58000,28000,27000,27000,25000,22000,20000
ma,2023,30000,27000,52000,31000,29000,31000,32000,23000,12000,38000,37000,33000
ma,2024,39000,43000,27000,30000,43000,37000,40000,25000,28000,35000,36000,35000
ma,2025,31000,55000,36000,33000,42000,38000,43000,45000,,,,
ca,2018,173000,213000,189000,161000,159000,158000,170000,202000,168000,176000,187000,183000
ca,2019,182000,198000,132000,252000,252000,176000,271000,182000,215000,204000,230000,233000
ca,2020,205000,209000,1524000,1100000,230000,297000,256000,178000,198000,213000,259000,267000
ca,2021,235000,170000,170000,145000,129000,125000,107000,126000,148000,144000,134000,155000
ca,2022,169000,165000,168000,130000,197000,161000,111000,164000,179000,122000,121000,167000
ca,2023,178000,194000,242000,143000,151000,161000,184000,199000,174000,178000,166000,197000
ca,2024,177000,189000,183000,187000,209000,173000,192000,173000,179000,175000,257000,162000
ca,2025,180000,151000,174000,212000,192000,249000,196000,123000,,,,
az,2018,47000,38000,33000,33000,27000,41000,32000,33000,25000,34000,35000,38000
az,2019,28000,26000,32000,35000,43000,29000,32000,34000,45000,32000,29000,19000
az,2020,30000,36000,198000,161000,38000,37000,42000,23000,33000,22000,29000,30000
az,2021,24000,27000,43000,23000,26000,17000,25000,21000,20000,19000,26000,32000
az,2022,35000,29000,19000,16000,27000,29000,25000,32000,36000,39000,37000,24000
az,2023,30000,37000,38000,38000,21000,48000,31000,43000,33000,38000,44000,42000
az,2024,36000,32000,41000,45000,42000,33000,52000,32000,36000,34000,29000,29000
az,2025,39000,37000,41000,34000,40000,37000,35000,42000,,,,
al,2018,31000,26000,22000,22000,23000,30000,23000,22000,24000,21000,24000,20000
al,2019,24000,23000,21000,28000,19000,20000,21000,25000,30000,18000,15000,26000
al,2020,19000,19000,91000,90000,29000,36000,14000,15000,14000,17000,25000,21000
al,2021,22000,19000,20000,21000,18000,21000,26000,19000,32000,22000,18000,27000
al,2022,22000,18000,21000,26000,25000,23000,18000,24000,15000,21000,23000,24000
al,2023,29000,21000,23000,19000,22000,20000,29000,24000,27000,23000,24000,16000
al,2024,21000,26000,31000,20000,21000,16000,19000,21000,22000,27000,19000,20000
al,2025,23000,25000,20000,24000,19000,21000,20000,21000,,,,
ct,2018,26000,15000,19000,15000,19000,21000,19000,14000,16000,16000,16000,12000
ct,2019,17000,16000,29000,24000,20000,18000,15000,17000,21000,22000,25000,23000
ct,2020,20000,26000,166000,101000,22000,22000,22000,23000,20000,16000,33000,36000
ct,2021,16000,18000,12000,16000,19000,10000,16000,13000,16000,16000,14000,10000
ct,2022,14000,13000,12000,13000,14000,15000,17000,16000,14000,12000,21000,16000
ct,2023,20000,16000,19000,16000,15000,15000,16000,21000,12000,20000,14000,27000
ct,2024,17000,19000,18000,21000,21000,17000,22000,18000,17000,21000,19000,15000
ct,2025,19000,20000,27000,20000,18000,21000,26000,36000,,,,
wa,2018,40000,29000,55000,42000,48000,56000,28000,47000,33000,38000,43000,39000
wa,2019,43000,42000,44000,45000,47000,39000,48000,38000,42000,45000,39000,46000
wa,2020,35000,68000,284000,229000,51000,45000,34000,23000,35000,26000,45000,57000
wa,2021,33000,25000,28000,37000,19000,24000,27000,16000,25000,24000,24000,26000
wa,2022,47000,33000,20000,22000,28000,29000,41000,28000,35000,38000,37000,37000
wa,2023,33000,34000,45000,42000,23000,29000,38000,43000,34000,29000,39000,39000
wa,2024,36000,29000,37000,33000,39000,52000,38000,44000,37000,31000,32000,30000
wa,2025,36000,45000,42000,32000,40000,41000,31000,31000,,,,
tn,2018,48000,34000,31000,42000,36000,43000,41000,28000,38000,37000,49000,37000
tn,2019,36000,40000,42000,36000,32000,32000,29000,45000,36000,33000,25000,41000
tn,2020,43000,40000,199000,217000,39000,51000,43000,36000,38000,28000,44000,42000
tn,2021,55000,34000,45000,39000,35000,29000,34000,32000,35000,33000,26000,30000
tn,2022,34000,34000,43000,45000,30000,39000,36000,45000,28000,52000,37000,38000
tn,2023,46000,36000,69000,33000,35000,31000,39000,36000,38000,33000,32000,34000
tn,2024,33000,45000,29000,32000,35000,33000,41000,42000,47000,49000,47000,50000
tn,2025,39000,50000,31000,45000,32000,55000,45000,29000,,,,
ri,2018,8000,6000,7000,6000,7000,8000,7000,7000,7000,8000,7000,6000
ri,2019,6000,6000,7000,14000,7000,7000,6000,7000,7000,8000,8000,8000
ri,2020,7000,6000,63000,44000,8000,6000,6000,5000,5000,6000,7000,13000
ri,2021,6000,8000,5000,6000,6000,4000,6000,6000,5000,5000,5000,4000
ri,2022,5000,6000,5000,6000,6000,6000,6000,6000,5000,9000,4000,6000
ri,2023,8000,7000,7000,7000,6000,6000,6000,6000,5000,11000,6000,7000
ri,2024,7000,7000,7000,7000,7000,6000,9000,7000,7000,5000,6000,15000
ri,2025,19000,8000,6000,10000,8000,9000,8000,10000,,,,
