Award Level and Institution Type,State,Region,Major Field Family (2-digit CIP),Major Field Family (2-digit CIP) Title,2020 Enrollment,2021 Enrollment,2021 % Change from Previous Year,2022 Enrollment,2022 % Change from Previous Year,2023 Enrollment,2023 % Change from Previous Year,2024 Enrollment,2024 % Change from Previous Year,2025 Enrollment,2025 % Change from Previous Year
Undergraduate 2-year,Nebraska,Midwest,10,Communications Technologies/Technicians and Support Services,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,11,Computer and Information Sciences and Support Services,1520,1639,7.8,1608,-1.9,1668,3.7,1793,7.5,1837,2.5
Undergraduate 2-year,Nebraska,Midwest,12,Personal and Culinary Services,574,503,-12.3,537,6.8,579,7.8,541,-6.6,544,0.5
Undergraduate 2-year,Nebraska,Midwest,13,Education,361,313,-13.2,306,-2.4,271,-11.2,281,3.7,241,-14.3
Undergraduate 2-year,Nebraska,Midwest,14,Engineering,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,15,Engineering Technologies/Technicians,728,724,-0.5,696,-3.9,621,-10.7,602,-3.1,628,4.3
Undergraduate 2-year,Nebraska,Midwest,16,Foreign Languages Literatures and Linguistics,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,19,Family and Consumer Sciences/Human Sciences,433,434,0.3,438,0.8,439,0.3,434,-1.0,466,7.4
Undergraduate 2-year,Nebraska,Midwest,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,22,Legal Professions and Studies,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,23,English Language and Literature/Letters,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,24,Liberal Arts and Sciences General Studies and Humanities,11447,10968,-4.2,10387,-5.3,10489,1.0,10422,-0.6,6617,-36.5
Undergraduate 2-year,Nebraska,Midwest,25,Library Science,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,26,Biological and Biomedical Sciences,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,27,Mathematics and Statistics,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,30,Multi/Interdisciplinary Studies,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,31,Parks Recreation Leisure and Fitness Studies,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,40,Physical Sciences,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,41,Science Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,42,Psychology,,,,,,,,167,,229,37.6
Undergraduate 2-year,Nebraska,Midwest,43,Security and Protective Services,725,669,-7.7,594,-11.3,552,-7.1,568,3.0,623,9.5
Undergraduate 2-year,Nebraska,Midwest,44,Public Administration and Social Service Professions,275,265,-3.6,263,-1.1,233,-11.4,261,12.2,,
Undergraduate 2-year,Nebraska,Midwest,45,Social Sciences,,,,,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,46,Construction Trades,899,1015,12.9,1092,7.6,1089,-0.3,1150,5.6,1295,12.7
Undergraduate 2-year,Nebraska,Midwest,47,Mechanic and Repair Technologies/Technicians,1406,1532,9.0,1733,13.1,1669,-3.7,1611,-3.5,1752,8.7
Undergraduate 2-year,Nebraska,Midwest,48,Precision Production,664,688,3.6,698,1.4,732,4.9,767,4.7,946,23.4
Undergraduate 2-year,Nebraska,Midwest,49,Transportation and Materials Moving,,,,125,,,,,,,
Undergraduate 2-year,Nebraska,Midwest,50,Visual and Performing Arts,687,789,14.9,811,2.7,766,-5.5,763,-0.4,736,-3.6
Undergraduate 2-year,Nebraska,Midwest,51,Health Professions and Related Clinical Sciences,4070,5181,27.3,4979,-3.9,4716,-5.3,5126,8.7,6059,18.2
Undergraduate 2-year,Nebraska,Midwest,52,Business Management Marketing and Related Support,2887,3125,8.2,3272,4.7,3342,2.1,3593,7.5,3977,10.7
Undergraduate 2-year,Nebraska,Midwest,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nebraska,Midwest,54,History,0,0,,0,,0,,0,,,
Undergraduate 2-year,Nevada,West,CIP Missing,CIP Missing,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,01,Agriculture Agriculture Operations and Related Sciences,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,03,Natural Resources and Conservation,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,04,Architecture and Related Services,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,05,Area Ethnic Cultural and Gender Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,09,Communication Journalism and Related Programs,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,11,Computer and Information Sciences and Support Services,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,12,Personal and Culinary Services,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,13,Education,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,14,Engineering,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,15,Engineering Technologies/Technicians,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,16,Foreign Languages Literatures and Linguistics,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,19,Family and Consumer Sciences/Human Sciences,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,22,Legal Professions and Studies,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,23,English Language and Literature/Letters,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,24,Liberal Arts and Sciences General Studies and Humanities,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,26,Biological and Biomedical Sciences,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,27,Mathematics and Statistics,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,30,Multi/Interdisciplinary Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,31,Parks Recreation Leisure and Fitness Studies,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,38,Philosophy and Religious Studies,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,40,Physical Sciences,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,41,Science Technologies/Technicians,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,42,Psychology,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,43,Security and Protective Services,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,44,Public Administration and Social Service Professions,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,45,Social Sciences,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,46,Construction Trades,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,47,Mechanic and Repair Technologies/Technicians,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,48,Precision Production,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,49,Transportation and Materials Moving,,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,50,Visual and Performing Arts,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,51,Health Professions and Related Clinical Sciences,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,52,Business Management Marketing and Related Support,,,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Nevada,West,54,History,,,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,CIP Missing,CIP Missing,1678,1733,3.3,1553,-10.4,1784,14.9,1967,10.2,2260,14.9
Undergraduate 2-year,New Hampshire,Northeast,01,Agriculture Agriculture Operations and Related Sciences,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,03,Natural Resources and Conservation,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,05,Area Ethnic Cultural and Gender Studies,,0,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,09,Communication Journalism and Related Programs,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,10,Communications Technologies/Technicians and Support Services,0,,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,11,Computer and Information Sciences and Support Services,575,493,-14.2,438,-11.2,382,-12.7,436,14.2,384,-11.9
Undergraduate 2-year,New Hampshire,Northeast,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,13,Education,592,594,0.3,618,4.1,617,-0.2,672,9.0,757,12.6
Undergraduate 2-year,New Hampshire,Northeast,14,Engineering,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,15,Engineering Technologies/Technicians,407,345,-15.3,296,-14.3,270,-8.6,231,-14.7,257,11.3
Undergraduate 2-year,New Hampshire,Northeast,16,Foreign Languages Literatures and Linguistics,,,,,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,19,Family and Consumer Sciences/Human Sciences,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,22,Legal Professions and Studies,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,23,English Language and Literature/Letters,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,24,Liberal Arts and Sciences General Studies and Humanities,2516,2193,-12.9,1988,-9.3,1846,-7.1,1729,-6.4,1923,11.2
Undergraduate 2-year,New Hampshire,Northeast,25,Library Science,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,26,Biological and Biomedical Sciences,108,102,-5.6,111,8.4,105,-5.0,,,,
Undergraduate 2-year,New Hampshire,Northeast,27,Mathematics and Statistics,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,30,Multi/Interdisciplinary Studies,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,31,Parks Recreation Leisure and Fitness Studies,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,36,Leisure and Recreational Activities,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,40,Physical Sciences,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,41,Science Technologies/Technicians,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,42,Psychology,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,43,Security and Protective Services,402,346,-13.8,320,-7.6,303,-5.2,322,6.0,323,0.5
Undergraduate 2-year,New Hampshire,Northeast,44,Public Administration and Social Service Professions,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,45,Social Sciences,0,0,,0,,0,,0,,,
Undergraduate 2-year,New Hampshire,Northeast,46,Construction Trades,,,,,,,,,,,
Undergraduate 2-year,New Hampshire,Northeast,47,Mechanic and Repair Technologies/Technicians,424,384,-9.4,371,-3.4,398,7.2,358,-9.9,392,9.4
Undergraduate 2-year,New Hampshire,Northeast,48,Precision Production,244,203,-16.6,187,-7.9,174,-7.1,166,-4.7,157,-5.1
Undergraduate 2-year,New Hampshire,Northeast,49,Transportation and Materials Moving,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,50,Visual and Performing Arts,191,171,-10.6,204,19.2,213,4.3,224,5.4,226,0.9
Undergraduate 2-year,New Hampshire,Northeast,51,Health Professions and Related Clinical Sciences,1988,2026,1.9,1855,-8.4,1757,-5.3,1791,1.9,1851,3.4
Undergraduate 2-year,New Hampshire,Northeast,52,Business Management Marketing and Related Support,1264,1144,-9.5,1048,-8.4,1020,-2.6,990,-3.0,1051,6.2
Undergraduate 2-year,New Hampshire,Northeast,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Hampshire,Northeast,54,History,,,,,,,,,,,
Undergraduate 2-year,New Jersey,Northeast,CIP Missing,CIP Missing,8677,8073,-7.0,6189,-23.3,9379,51.5,8468,-9.7,11765,38.9
Undergraduate 2-year,New Jersey,Northeast,01,Agriculture Agriculture Operations and Related Sciences,432,371,-14.1,393,6.0,343,-12.7,336,-2.3,347,3.5
Undergraduate 2-year,New Jersey,Northeast,03,Natural Resources and Conservation,277,258,-7.2,247,-4.1,247,0.0,249,0.8,318,27.6
Undergraduate 2-year,New Jersey,Northeast,04,Architecture and Related Services,,,,,,,,145,,161,10.7
Undergraduate 2-year,New Jersey,Northeast,05,Area Ethnic Cultural and Gender Studies,0,0,,,,0,,,,,
Undergraduate 2-year,New Jersey,Northeast,09,Communication Journalism and Related Programs,652,552,-15.4,541,-2.0,550,1.8,444,-19.4,491,10.7
Undergraduate 2-year,New Jersey,Northeast,10,Communications Technologies/Technicians and Support Services,1271,1046,-17.7,915,-12.5,1040,13.7,1049,0.9,1162,10.8
Undergraduate 2-year,New Jersey,Northeast,11,Computer and Information Sciences and Support Services,4898,4277,-12.7,4077,-4.7,4686,14.9,4831,3.1,5378,11.3
Undergraduate 2-year,New Jersey,Northeast,12,Personal and Culinary Services,1119,907,-18.9,782,-13.8,925,18.3,814,-12.0,1033,26.9
Undergraduate 2-year,New Jersey,Northeast,13,Education,2857,2348,-17.8,2119,-9.8,2028,-4.3,1874,-7.6,2161,15.3
Undergraduate 2-year,New Jersey,Northeast,14,Engineering,2842,2445,-14.0,2101,-14.1,2035,-3.2,1964,-3.5,2382,21.3
Undergraduate 2-year,New Jersey,Northeast,15,Engineering Technologies/Technicians,2310,1981,-14.2,1838,-7.2,1986,8.1,1916,-3.5,2189,14.2
Undergraduate 2-year,New Jersey,Northeast,16,Foreign Languages Literatures and Linguistics,164,153,-6.5,302,97.4,608,101.1,774,27.3,906,17.1
Undergraduate 2-year,New Jersey,Northeast,19,Family and Consumer Sciences/Human Sciences,,,,134,,105,-21.5,,,131,
Undergraduate 2-year,New Jersey,Northeast,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,22,Legal Professions and Studies,649,615,-5.2,548,-10.9,488,-10.9,484,-0.9,533,10.1
Undergraduate 2-year,New Jersey,Northeast,23,English Language and Literature/Letters,331,246,-25.5,218,-11.5,215,-1.5,194,-9.8,274,41.4
Undergraduate 2-year,New Jersey,Northeast,24,Liberal Arts and Sciences General Studies and Humanities,49198,40648,-17.4,37509,-7.7,37285,-0.6,37729,1.2,38396,1.8
Undergraduate 2-year,New Jersey,Northeast,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,26,Biological and Biomedical Sciences,1654,1509,-8.8,1418,-6.0,1298,-8.4,1239,-4.6,1146,-7.5
Undergraduate 2-year,New Jersey,Northeast,27,Mathematics and Statistics,158,113,-28.5,115,1.7,124,7.7,125,0.4,123,-0.9
Undergraduate 2-year,New Jersey,Northeast,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,30,Multi/Interdisciplinary Studies,2396,2062,-13.9,1842,-10.7,1888,2.5,1992,5.5,2187,9.8
Undergraduate 2-year,New Jersey,Northeast,31,Parks Recreation Leisure and Fitness Studies,960,835,-13.1,816,-2.2,919,12.6,948,3.2,985,3.9
Undergraduate 2-year,New Jersey,Northeast,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,36,Leisure and Recreational Activities,,,,,,,,,,0,
Undergraduate 2-year,New Jersey,Northeast,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,40,Physical Sciences,1430,1240,-13.3,1169,-5.8,1243,6.4,1215,-2.3,1246,2.6
Undergraduate 2-year,New Jersey,Northeast,41,Science Technologies/Technicians,,,,,,,,,,,
Undergraduate 2-year,New Jersey,Northeast,42,Psychology,,315,,461,46.1,527,14.4,,,549,
Undergraduate 2-year,New Jersey,Northeast,43,Security and Protective Services,6390,4979,-22.1,4110,-17.5,3843,-6.5,3464,-9.9,3706,7.0
Undergraduate 2-year,New Jersey,Northeast,44,Public Administration and Social Service Professions,1764,1433,-18.8,1284,-10.4,1102,-14.1,969,-12.1,1165,20.3
Undergraduate 2-year,New Jersey,Northeast,45,Social Sciences,2848,2552,-10.4,2376,-6.9,2375,-0.0,2315,-2.5,2587,11.8
Undergraduate 2-year,New Jersey,Northeast,46,Construction Trades,137,132,-3.3,107,-18.7,137,27.8,,,,
Undergraduate 2-year,New Jersey,Northeast,47,Mechanic and Repair Technologies/Technicians,116,124,7.4,120,-3.8,128,7.4,128,-0.6,201,57.3
Undergraduate 2-year,New Jersey,Northeast,48,Precision Production,121,,,,,,,,,,
Undergraduate 2-year,New Jersey,Northeast,49,Transportation and Materials Moving,286,,,331,,356,7.4,418,17.5,508,21.5
Undergraduate 2-year,New Jersey,Northeast,50,Visual and Performing Arts,3066,2603,-15.1,2582,-0.8,2843,10.1,2789,-1.9,2943,5.5
Undergraduate 2-year,New Jersey,Northeast,51,Health Professions and Related Clinical Sciences,21660,20563,-5.1,17940,-12.8,17579,-2.0,16816,-4.3,22405,33.2
Undergraduate 2-year,New Jersey,Northeast,52,Business Management Marketing and Related Support,15049,12983,-13.7,12208,-6.0,12804,4.9,12002,-6.3,13932,16.1
Undergraduate 2-year,New Jersey,Northeast,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Jersey,Northeast,54,History,,,,,,,,,,,
Undergraduate 2-year,New Mexico,West,CIP Missing,CIP Missing,8405,5230,-37.8,5048,-3.5,5215,3.3,5228,0.3,5433,3.9
Undergraduate 2-year,New Mexico,West,01,Agriculture Agriculture Operations and Related Sciences,1257,1216,-3.3,1048,-13.8,977,-6.8,958,-1.9,989,3.3
Undergraduate 2-year,New Mexico,West,03,Natural Resources and Conservation,,,,,,,,,,,
Undergraduate 2-year,New Mexico,West,04,Architecture and Related Services,168,154,-8.3,111,-28.2,115,4.0,120,4.3,103,-14.6
Undergraduate 2-year,New Mexico,West,05,Area Ethnic Cultural and Gender Studies,,,,,,,,,,,
Undergraduate 2-year,New Mexico,West,09,Communication Journalism and Related Programs,227,201,-11.6,,,,,181,,,
Undergraduate 2-year,New Mexico,West,10,Communications Technologies/Technicians and Support Services,156,110,-29.6,,,,,,,,
Undergraduate 2-year,New Mexico,West,11,Computer and Information Sciences and Support Services,1891,1725,-8.8,1617,-6.3,1895,17.2,1913,0.9,1842,-3.7
Undergraduate 2-year,New Mexico,West,12,Personal and Culinary Services,855,646,-24.5,717,10.9,820,14.4,854,4.2,854,-0.0
Undergraduate 2-year,New Mexico,West,13,Education,2894,2843,-1.8,2554,-10.2,2903,13.7,2737,-5.7,3118,13.9
Undergraduate 2-year,New Mexico,West,14,Engineering,1065,837,-21.4,722,-13.7,788,9.0,807,2.4,810,0.5
Undergraduate 2-year,New Mexico,West,15,Engineering Technologies/Technicians,760,635,-16.5,591,-6.9,565,-4.5,560,-0.9,656,17.3
Undergraduate 2-year,New Mexico,West,16,Foreign Languages Literatures and Linguistics,,270,,223,-17.5,235,5.5,223,-5.0,240,7.7
Undergraduate 2-year,New Mexico,West,19,Family and Consumer Sciences/Human Sciences,805,694,-13.8,599,-13.6,712,18.9,735,3.2,732,-0.5
Undergraduate 2-year,New Mexico,West,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,22,Legal Professions and Studies,352,343,-2.5,302,-11.9,322,6.6,300,-7.0,312,4.2
Undergraduate 2-year,New Mexico,West,23,English Language and Literature/Letters,184,,,159,,183,14.6,160,-12.3,185,15.2
Undergraduate 2-year,New Mexico,West,24,Liberal Arts and Sciences General Studies and Humanities,7407,6289,-15.1,6202,-1.4,6408,3.3,6218,-3.0,6804,9.4
Undergraduate 2-year,New Mexico,West,25,Library Science,,,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,26,Biological and Biomedical Sciences,772,653,-15.5,609,-6.7,630,3.5,532,-15.7,510,-4.1
Undergraduate 2-year,New Mexico,West,27,Mathematics and Statistics,,,,,,,,,,,
Undergraduate 2-year,New Mexico,West,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,30,Multi/Interdisciplinary Studies,,,,,,,,,,,
Undergraduate 2-year,New Mexico,West,31,Parks Recreation Leisure and Fitness Studies,217,161,-26.0,144,-10.6,164,13.8,163,-0.3,163,-0.5
Undergraduate 2-year,New Mexico,West,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,35,Interpersonal and Social Skills,,,,,,0,,,,0,
Undergraduate 2-year,New Mexico,West,36,Leisure and Recreational Activities,,,,,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,38,Philosophy and Religious Studies,0,0,,0,,0,,,,,
Undergraduate 2-year,New Mexico,West,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,40,Physical Sciences,244,229,-6.1,178,-22.0,193,8.1,206,6.7,204,-0.7
Undergraduate 2-year,New Mexico,West,41,Science Technologies/Technicians,0,0,,0,,0,,0,,,
Undergraduate 2-year,New Mexico,West,42,Psychology,1053,1001,-4.9,865,-13.6,957,10.6,781,-18.4,889,13.9
Undergraduate 2-year,New Mexico,West,43,Security and Protective Services,1436,1327,-7.6,1016,-23.4,976,-3.9,931,-4.6,964,3.6
Undergraduate 2-year,New Mexico,West,44,Public Administration and Social Service Professions,339,298,-12.1,268,-9.9,246,-8.3,208,-15.5,237,14.0
Undergraduate 2-year,New Mexico,West,45,Social Sciences,720,678,-5.8,626,-7.7,710,13.5,663,-6.7,642,-3.1
Undergraduate 2-year,New Mexico,West,46,Construction Trades,616,355,-42.3,394,11.0,473,19.9,449,-5.0,545,21.3
Undergraduate 2-year,New Mexico,West,47,Mechanic and Repair Technologies/Technicians,1108,866,-21.8,914,5.5,987,8.0,1137,15.2,1291,13.6
Undergraduate 2-year,New Mexico,West,48,Precision Production,921,619,-32.7,720,16.2,893,24.0,973,9.0,1041,6.9
Undergraduate 2-year,New Mexico,West,49,Transportation and Materials Moving,147,120,-18.7,152,26.6,127,-16.1,,,,
Undergraduate 2-year,New Mexico,West,50,Visual and Performing Arts,1539,1082,-29.7,1232,13.8,1303,5.8,1358,4.2,1396,2.8
Undergraduate 2-year,New Mexico,West,51,Health Professions and Related Clinical Sciences,9698,9038,-6.8,7774,-14.0,7526,-3.2,7182,-4.6,7984,11.2
Undergraduate 2-year,New Mexico,West,52,Business Management Marketing and Related Support,4722,4289,-9.2,4089,-4.7,4347,6.3,4025,-7.4,4072,1.2
Undergraduate 2-year,New Mexico,West,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New Mexico,West,54,History,,,,,,,,,,,
Undergraduate 2-year,New York,Northeast,CIP Missing,CIP Missing,18061,17168,-4.9,22998,34.0,21083,-8.3,23250,10.3,26675,14.7
Undergraduate 2-year,New York,Northeast,01,Agriculture Agriculture Operations and Related Sciences,709,701,-1.2,711,1.5,682,-4.0,613,-10.2,655,6.9
Undergraduate 2-year,New York,Northeast,03,Natural Resources and Conservation,682,666,-2.3,625,-6.2,605,-3.2,704,16.4,772,9.7
Undergraduate 2-year,New York,Northeast,04,Architecture and Related Services,0,0,,0,,0,,0,,0,
