"","OPE_ID","School_Name","School_Type","State","Total_Borrowers_Evaluated","Nonpayment_Rate"
"1726","005424","Southern Missouri Technical Institute","PUBLIC","MO",100,0.18
"1727","001178","College of Marin","PUBLIC","CA",100,0.18
"1728","023531","Northern Tier Career Center","PUBLIC","PA",100,0.18
"1729","042754","Makana Esthetics Wellness Academy","PROPRIETARY","HI",200,0.18
"1730","042138","Salon Professional Academy (The)","PROPRIETARY","TN",200,0.18
"1731","025391","Brightwood College","PROPRIETARY","CA",200,0.18
"1732","008859","John A Gupton College","PRIVATE NONPROFIT","TN",200,0.18
"1733","003948","San Francisco Art Institute","PRIVATE NONPROFIT","CA",200,0.18
"1734","036894","Faith International University","PRIVATE NONPROFIT","WA",200,0.18
"1735","022781","Santa Fe Community College","PUBLIC","NM",200,0.18
"1736","039993","Beaumont Adult School","PUBLIC","CA",200,0.18
"1737","002284","Marygrove College","PRIVATE NONPROFIT","MI",200,0.18
"1738","021728","Dutchess BOCES School of Practical Nursing","PUBLIC","NY",200,0.18
"1739","040323","York St John University","FOREIGN","FC",200,0.18
"1740","008880","Morrison Institute of Technology","PRIVATE NONPROFIT","IL",200,0.18
"1741","042823","Antigua College International","PROPRIETARY","FL",300,0.18
"1742","031256","Miami Ad School","PROPRIETARY","FL",300,0.18
"1743","041767","Aveda Institute Boise","PROPRIETARY","ID",300,0.18
"1744","041519","Columbia Gorge Community College","PUBLIC","OR",300,0.18
"1745","042183","Midwives College of Utah","PRIVATE NONPROFIT","UT",300,0.18
"1746","035705","Northpoint Bible College","PRIVATE NONPROFIT","MA",300,0.18
"1747","041509","Keune Academy by 124","PROPRIETARY","GA",300,0.18
"1748","042334","Lee Professional Institute","PROPRIETARY","FL",300,0.18
"1749","024926","Eastern Center for Arts and Technology-Practical Nursing","PUBLIC","PA",300,0.18
"1750","026158","College of Court Reporting","PROPRIETARY","IN",300,0.18
"1751","005532","Cape Girardeau Career and Technology Center","PUBLIC","MO",300,0.18
"1752","003819","Ohio Valley University","PRIVATE NONPROFIT","WV",300,0.18
"1753","034793","PCI College","PROPRIETARY","CA",300,0.18
"1754","036173","Healing Mountain Massage School","PROPRIETARY","UT",400,0.18
"1755","001648","City Colleges of Chicago Harry S Truman College","PUBLIC","IL",400,0.18
"1756","001669","Danville Area Community College","PUBLIC","IL",400,0.18
"1757","001292","Solano Community College","PUBLIC","CA",400,0.18
"1758","025994","New York College of Health Professions","PRIVATE NONPROFIT","NY",500,0.18
"1759","010147","Western Suffolk BOCES","PUBLIC","NY",500,0.18
"1760","003770","Big Bend Community College","PUBLIC","WA",500,0.18
"1761","006789","Columbia - Greene Community College - SUNY Office of Cmnty Colleges","PUBLIC","NY",600,0.18
"1762","009704","North Seattle College","PUBLIC","WA",600,0.18
"1763","001245","Mount San Antonio College","PUBLIC","CA",700,0.18
"1764","041455","Skin Science Institute of Laser & Esthetics","PROPRIETARY","UT",700,0.18
"1765","021250","Career Academy of Beauty","PROPRIETARY","CA",800,0.18
"1766","006777","Flathead Valley Community College","PUBLIC","MT",800,0.18
"1767","041812","Southern California Health Institute (SOCHI)","PROPRIETARY","CA",800,0.18
"1768","041387","Paul Mitchell the School - Pasadena","PROPRIETARY","CA",800,0.18
"1769","001639","Blackburn University","PRIVATE NONPROFIT","IL",900,0.18
"1770","025916","North-West College","PROPRIETARY","CA",900,0.18
"1771","004600","Northwest Iowa Community College","PUBLIC","IA",900,0.18
"1772","003965","Bay State College","PROPRIETARY","MA",900,0.18
"1773","010364","Whatcom Community College","PUBLIC","WA",1000,0.18
"1774","001678","Eureka College","PRIVATE NONPROFIT","IL",1000,0.18
"1775","025459","Hypnosis Motivation Institute","PRIVATE NONPROFIT","CA",1000,0.18
"1776","003619","Southwestern Adventist University","PRIVATE NONPROFIT","TX",1000,0.18
"1777","007694","College of Lake County","PUBLIC","IL",1100,0.18
"1778","002523","Westminster College","PRIVATE NONPROFIT","MO",1200,0.18
"1779","002533","Montana State University - Northern","PUBLIC","MT",1200,0.18
"1780","001638","Black Hawk College","PUBLIC","IL",1200,0.18
"1781","002414","Millsaps College","PRIVATE NONPROFIT","MS",1300,0.18
"1782","011133","College of Eastern Idaho","PUBLIC","ID",1300,0.18
"1783","002473","Kansas City Art Institute","PRIVATE NONPROFIT","MO",1300,0.18
"1784","002023","University of Holy Cross","PRIVATE NONPROFIT","LA",1400,0.18
"1785","005310","Pittsburgh Institute of Aeronautics","PRIVATE NONPROFIT","PA",1500,0.18
"1786","003747","University of Virginia's College at Wise (The)","PUBLIC","VA",1500,0.18
"1787","003805","Yakima Valley College","PUBLIC","WA",1500,0.18
"1788","002310","St. Clair County Community College","PUBLIC","MI",1600,0.18
"1789","031052","Baptist Health College Little Rock","PRIVATE NONPROFIT","AR",1600,0.18
"1790","002464","Fontbonne University","PRIVATE NONPROFIT","MO",1600,0.18
"1791","001613","Kapiolani Community College","PUBLIC","HI",1600,0.18
"1792","020537","Eastwick College","PROPRIETARY","NJ",1800,0.18
"1793","001835","Saint Mary of the Woods College","PRIVATE NONPROFIT","IN",1800,0.18
"1794","002832","Saint Thomas Aquinas College","PRIVATE NONPROFIT","NY",1800,0.18
"1795","001684","Greenville University","PRIVATE NONPROFIT","IL",1900,0.18
"1796","009387","Perry Technical Institute","PRIVATE NONPROFIT","WA",2000,0.18
"1797","003309","Peirce College","PRIVATE NONPROFIT","PA",2000,0.18
"1798","007692","Moraine Valley Community College","PUBLIC","IL",2000,0.18
"1799","003142","Wilmington College","PRIVATE NONPROFIT","OH",2100,0.18
"1800","001943","University of Saint Mary","PRIVATE NONPROFIT","KS",2200,0.18
"1801","001029","University of Mobile","PRIVATE NONPROFIT","AL",2200,0.18
"1802","002197","Nichols College","PRIVATE NONPROFIT","MA",2400,0.18
"1803","002910","Belmont Abbey College","PRIVATE NONPROFIT","NC",2500,0.18
"1804","003641","Texas Lutheran University","PRIVATE NONPROFIT","TX",2500,0.18
"1805","002001","Thomas More University","PRIVATE NONPROFIT","KY",2500,0.18
"1806","003245","Chestnut Hill College","PRIVATE NONPROFIT","PA",2700,0.18
"1807","002812","Trocaire College","PRIVATE NONPROFIT","NY",2800,0.18
"1808","003767","Virginia Wesleyan University","PRIVATE NONPROFIT","VA",2800,0.18
"1809","002624","Ocean County College","PUBLIC","NJ",2800,0.18
"1810","005252","Ridgewater College","PUBLIC","MN",2800,0.18
"1811","003350","University of the Arts (The)","PRIVATE NONPROFIT","PA",2900,0.18
"1812","001621","Lewis-Clark State College","PUBLIC","ID",3200,0.18
"1813","007729","County College of Morris","PUBLIC","NJ",3200,0.18
"1814","003188","Central Oregon Community College","PUBLIC","OR",3300,0.18
"1815","003822","Shepherd University","PUBLIC","WV",3500,0.18
"1816","003149","Southern Nazarene University","PRIVATE NONPROFIT","OK",3600,0.18
"1817","009543","Red Rocks Community College","PUBLIC","CO",3700,0.18
"1818","002651","Eastern New Mexico University","PUBLIC","NM",3700,0.18
"1819","042421","University of North Texas at Dallas","PUBLIC","TX",3800,0.18
"1820","002581","NHTI - Concord's Community College","PUBLIC","NH",3900,0.18
"1821","002143","Curry College","PRIVATE NONPROFIT","MA",4000,0.18
"1822","001573","Georgia Southwestern State University","PUBLIC","GA",4300,0.18
"1823","002114","American International College","PRIVATE NONPROFIT","MA",4300,0.18
"1824","003557","Concordia University Texas","PRIVATE NONPROFIT","TX",4400,0.18
"1825","021799","Argosy University","PROPRIETARY","CA",4600,0.18
"1826","003449","University of South Carolina - Aiken","PUBLIC","SC",4700,0.18
"1827","001346","Arapahoe Community College","PUBLIC","CO",4700,0.18
"1828","013231","University of Houston - Victoria","PUBLIC","TX",4800,0.18
"1829","006911","Montgomery  College","PUBLIC","MD",4900,0.18
"1830","002332","Anoka-Ramsey Community College","PUBLIC","MN",5000,0.18
"1831","003121","Tiffin University","PRIVATE NONPROFIT","OH",5100,0.18
"1832","007954","Normandale Community College","PUBLIC","MN",5200,0.18
"1833","009145","Governors State University","PUBLIC","IL",5200,0.18
"1834","005304","Chippewa Valley Technical College","PUBLIC","WI",5300,0.18
"1835","002072","Frostburg State University","PUBLIC","MD",5500,0.18
"1836","002032","Xavier University of Louisiana","PRIVATE NONPROFIT","LA",6500,0.18
"1837","001959","Campbellsville University","PRIVATE NONPROFIT","KY",7100,0.18
"1838","009651","Texas A&M International University","PUBLIC","TX",7100,0.18
"1839","001468","Saint Thomas University","PRIVATE NONPROFIT","FL",7400,0.18
"1840","001674","Eastern Illinois University","PUBLIC","IL",7500,0.18
"1841","002397","Belhaven University","PRIVATE NONPROFIT","MS",7800,0.18
"1842","001749","Roosevelt University","PRIVATE NONPROFIT","IL",8300,0.18
"1843","002020","University of Louisiana at Monroe","PUBLIC","LA",8400,0.18
"1844","005220","Salt Lake Community College","PUBLIC","UT",8600,0.18
"1845","003326","Shippensburg University of Pennsylvania","PUBLIC","PA",8700,0.18
"1846","003612","University of Houston - Downtown","PUBLIC","TX",12500,0.18
"1847","003624","Stephen F Austin State University","PUBLIC","TX",16200,0.18
"1848","002622","Kean University","PUBLIC","NJ",16500,0.18
"1849","030913","Regent University","PRIVATE NONPROFIT","VA",17900,0.18
"1850","003581","Lamar University","PUBLIC","TX",22400,0.18
"1851","030837","Galen Health Institutes","PROPRIETARY","KY",24100,0.18
"1852","003599","University of Texas Rio Grande Valley","PUBLIC","TX",25200,0.18
"1853","003606","Sam Houston State University","PUBLIC","TX",28700,0.18
"1854","038193","American Public University System","PROPRIETARY","WV",29100,0.18
"1855","008437","Clinton-Essex-Warren-Washington BOCES","PUBLIC","NY",100,0.19
"1856","036123","Birthwise Midwifery School","PRIVATE NONPROFIT","ME",100,0.19
"1857","038565","Florida School of Traditional Midwifery","PRIVATE NONPROFIT","FL",100,0.19
"1858","030956","Vantage Career Center","PUBLIC","OH",100,0.19
"1859","043030","Academia Medical Institute","PROPRIETARY","OH",100,0.19
"1860","006973","Canada College","PUBLIC","CA",100,0.19
"1861","020561","Four Rivers Career Center","PUBLIC","MO",100,0.19
"1862","005523","Blue Hills Regional Technical School","PUBLIC","MA",100,0.19
"1863","021696","Clearfield County Career and Technology Center","PUBLIC","PA",200,0.19
"1864","041498","Somerset County Technology Center","PUBLIC","PA",200,0.19
"1865","022705","Bucks County School of Beauty Culture","PROPRIETARY","PA",200,0.19
"1866","037573","Advance Science International College","PROPRIETARY","FL",200,0.19
"1867","042817","Compton College","PUBLIC","CA",200,0.19
"1868","022116","Paul Mitchell The School Portsmouth","PROPRIETARY","NH",200,0.19
"1869","025485","Cosmetology Training Center","PROPRIETARY","LA",200,0.19
"1870","041740","Skin Institute","PROPRIETARY","MO",300,0.19
"1871","042704","Transitions Career Institute School of Nursing","PROPRIETARY","NY",300,0.19
"1872","001655","Wilbur Wright College","PUBLIC","IL",300,0.19
"1873","001931","Manhattan Christian College","PRIVATE NONPROFIT","KS",300,0.19
"1874","003122","United Theological Seminary","PRIVATE NONPROFIT","OH",300,0.19
"1875","021706","United States Sports Academy","PRIVATE NONPROFIT","AL",400,0.19
"1876","040723","Aveda Institute Provo","PROPRIETARY","UT",400,0.19
"1877","022608","Huertas College","PROPRIETARY","PR",400,0.19
"1878","007265","Carl Sandburg College","PUBLIC","IL",400,0.19
"1879","013208","Mission University","PRIVATE NONPROFIT","MO",500,0.19
"1880","009981","Morgan Community College","PUBLIC","CO",500,0.19
"1881","030844","Valley College","PROPRIETARY","WV",500,0.19
"1882","031229","York County Community College","PUBLIC","ME",500,0.19
"1883","009617","Capitol Beauty School","PROPRIETARY","NE",500,0.19
"1884","041644","Angeles Institute","PROPRIETARY","CA",600,0.19
"1885","003781","Highline College","PUBLIC","WA",600,0.19
"1886","013074","American Beauty College","PROPRIETARY","CA",600,0.19
"1887","002528","Miles Community College","PUBLIC","MT",600,0.19
"1888","003801","Wenatchee Valley College","PUBLIC","WA",600,0.19
"1889","002295","Montcalm Community College","PUBLIC","MI",600,0.19
"1890","041364","American Institute of Medical Sciences & Education","PROPRIETARY","NJ",700,0.19
"1891","025434","Brownson Technical School","PROPRIETARY","CA",800,0.19
"1892","041582","Paul Mitchell The School Sherman Oaks","PROPRIETARY","CA",900,0.19
"1893","002167","Berkshire Community College","PUBLIC","MA",900,0.19
"1894","003792","Skagit Valley College","PUBLIC","WA",900,0.19
"1895","041552","Oliver Finley Academy of Cosmetology","PROPRIETARY","ID",900,0.19
"1896","007570","Helena College University of Montana","PUBLIC","MT",900,0.19
"1897","009928","Piedmont Virginia Community College","PUBLIC","VA",900,0.19
"1898","002003","Centenary College of Louisiana","PRIVATE NONPROFIT","LA",1000,0.19
"1899","002145","Eastern Nazarene College","PRIVATE NONPROFIT","MA",1000,0.19
"1900","041337","New York Medical Career Training Center","PROPRIETARY","NY",1100,0.19
"1901","041753","Penrose Academy","PROPRIETARY","AZ",1100,0.19
"1902","008568","Vet Tech Institute","PROPRIETARY","PA",1200,0.19
"1903","025228","Fox College","PROPRIETARY","IL",1200,0.19
"1904","021618","Musicians Institute","PROPRIETARY","CA",1300,0.19
"1905","003360","Rosemont College","PRIVATE NONPROFIT","PA",1300,0.19
"1906","025688","Sussex County Community College","PUBLIC","NJ",1300,0.19
"1907","005372","South Puget Sound Community College","PUBLIC","WA",1400,0.19
"1908","009010","Madisonville Community College","PUBLIC","KY",1400,0.19
"1909","001675","Elgin Community College","PUBLIC","IL",1400,0.19
"1910","031226","Eastern International College","PROPRIETARY","NJ",1500,0.19
"1911","007669","Southwest Wisconsin Technical College","PUBLIC","WI",1500,0.19
"1912","030375","Hodges University","PRIVATE NONPROFIT","FL",1500,0.19
"1913","009826","Kennebec Valley Community College","PUBLIC","ME",1500,0.19
"1914","004033","Asheville Buncombe Technical Community College","PUBLIC","NC",1500,0.19
"1915","034275","University of Antelope Valley","PROPRIETARY","CA",1500,0.19
"1916","002033","University of Maine at Presque Isle","PUBLIC","ME",1600,0.19
"1917","003066","Lake Erie College","PRIVATE NONPROFIT","OH",1600,0.19
"1918","001563","Emmanuel University","PRIVATE NONPROFIT","GA",1600,0.19
"1919","002704","College of New Rochelle (The)","PRIVATE NONPROFIT","NY",1600,0.19
"1920","008660","Germanna Community College","PUBLIC","VA",1600,0.19
"1921","002075","Harford Community College","PUBLIC","MD",1700,0.19
"1922","041188","New York Film Academy","PROPRIETARY","CA",1700,0.19
"1923","002650","University of the Southwest","PRIVATE NONPROFIT","NM",1800,0.19
"1924","001700","Judson University","PRIVATE NONPROFIT","IL",1800,0.19
"1925","003151","Oklahoma Wesleyan University","PRIVATE NONPROFIT","OK",1800,0.19
"1926","042086","Relay Graduate School of Education","PRIVATE NONPROFIT","NY",2000,0.19
"1927","003429","Columbia International University","PRIVATE NONPROFIT","SC",2000,0.19
"1928","002615","Middlesex College","PUBLIC","NJ",2000,0.19
"1929","003422","Southern Wesleyan University","PRIVATE NONPROFIT","SC",2000,0.19
"1930","005271","Southcentral Kentucky Community and Technical College","PUBLIC","KY",2000,0.19
"1931","010051","CUNY LaGuardia Community College","PUBLIC","NY",2000,0.19
"1932","006931","Waubonsee Community College","PUBLIC","IL",2000,0.19
"1933","002177","Massasoit Community College","PUBLIC","MA",2100,0.19
"1934","037974","Career Care Institute","PROPRIETARY","CA",2100,0.19
"1935","002790","Alliance University","PRIVATE NONPROFIT","NY",2100,0.19
"1936","002235","Albion College","PRIVATE NONPROFIT","MI",2200,0.19
"1937","002491","Moberly Area Community College","PUBLIC","MO",2300,0.19
"1938","005537","South Central College","PUBLIC","MN",2300,0.19
"1939","010387","El Paso Community College","PUBLIC","TX",2300,0.19
"1940","003703","Bluefield University","PRIVATE NONPROFIT","VA",2400,0.19
"1941","002598","Caldwell University","PRIVATE NONPROFIT","NJ",2400,0.19
"1942","003527","Tusculum University","PRIVATE NONPROFIT","TN",2400,0.19
"1943","003586","Lubbock Christian University","PRIVATE NONPROFIT","TX",2500,0.19
"1944","002385","Northland Community and Technical College","PUBLIC","MN",2500,0.19
"1945","005294","Waukesha County Technical College","PUBLIC","WI",2600,0.19
"1946","033723","Northwest Vista College","PUBLIC","TX",2600,0.19
"1947","003241","Cabrini University","PRIVATE NONPROFIT","PA",2600,0.19
"1948","002302","Northwestern Michigan College","PUBLIC","MI",2600,0.19
"1949","006865","Camden County College","PUBLIC","NJ",2900,0.19
"1950","003430","Columbia College","PRIVATE NONPROFIT","SC",3000,0.19
