"unitid","institution name","year","HD2024.FIPS state code","HD2024.Degree-granting status","HD2024.Institution size category","HD2024.State abbreviation","HD2024.FIPS state code","HD2024.Bureau of Economic Analysis (BEA) regions","HD2024.Sector of institution","HD2024.Degree of urbanization (Urban-centric locale)","HD2024.Institutional category","HD2024.Carnegie Classification 2021: Basic","DRVC2024.Certificates of less than 1 year","DRVC2024.Certificate of less than 12 weeks","DRVC2024.Certificate of at least 12 weeks, but less than 1 year","DRVC2024.Certificates of 1 but less than 2 years","DRVC2024.Certificates of 2 but less than 4 years","DRVC2024.Number of students receiving certificates of less than 12 weeks","DRVC2024.Number of students receiving certificates of at least 12 weeks, but less than 1 year","DRVC2024.Number of students receiving a certificate of 1 but less than 4 years"
"492643","American Massage & Bodywork Institute","2024","Virginia","Nondegree-granting, primarily postsecondary","Not applicable","Virginia","Virginia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Not applicable","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"492652","KCK Beauty & Barber Academy","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","19","4","15","21","0","4","15","21"
"492661","California College of Barbering and Cosmetology","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","155","0","155","95","0","0","155","95"
"492731","Innovate Salon Academy","2024","New Jersey","Nondegree-granting, primarily postsecondary","Under 1,000","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","75","0","75","57","0","0","75","57"
"492935","Global Medical & Technical Training Institute","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","103","0","103","245","0","0","103","245"
"492953","Salon Success Academy-West Covina","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","57","0","57","16","0","0","57","16"
"493132","Universal Technical Institute-Bloomfield","2024","New Jersey","Nondegree-granting, primarily postsecondary","1,000 - 4,999","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","163","415","0","0","578"
"493150","Gould's Academy","2024","Tennessee","Nondegree-granting, primarily postsecondary","Under 1,000","Tennessee","Tennessee","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","83","0","83","66","0","0","83","66"
"493372","Urban Academy of Beauty","2024","New Mexico","Nondegree-granting, primarily postsecondary","Under 1,000","New Mexico","New Mexico","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","0","0","0","0","0"
"493479","Medical Career College of Northern California","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","4","0","0","0","4"
"493530","Crown Cutz Academy Bristol","2024","Virginia","Nondegree-granting, primarily postsecondary","Not reported","Virginia","Virginia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Small","Not reported","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"493549","McAllen Careers Institute","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","7","4","3","118","0","4","3","118"
"493558","Central Pennsylvania Diesel Institute","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Not applicable","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Rural: Fringe","Not applicable","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"493567","Bellasa Professional Institute","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","43","29","14","0","0","29","12","0"
"493576","PMCA Pittsburgh Multicultural Cosmetology Academy","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","City: Large","Not applicable","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"493585","Health and Technology Training Institute","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Private not-for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","18","0","0","0","18"
"493628","Pro Beauty Academy","2024","New Jersey","Nondegree-granting, primarily postsecondary","Under 1,000","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","111","22","89","69","0","22","89","69"
"493637","South Eastern Beauty Academy","2024","Kentucky","Nondegree-granting, primarily postsecondary","Under 1,000","Kentucky","Kentucky","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Town: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","6","0","6","20","0","0","6","20"
"493655","Montana Barber Institute","2024","Texas","Nondegree-granting, primarily postsecondary","Not reported","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Not reported","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"493682","American Institute of Healthcare & Technology","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","57","55","2","14","14","55","2","28"
"493691","Premier Academy of Cosmetology","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Town: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","16","0","0","1","16"
"493743","Houston Barber School","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","7","0","7","164","0","0","7","164"
"493752","Health-Tech Institute of Memphis","2024","Tennessee","Nondegree-granting, primarily postsecondary","Under 1,000","Tennessee","Tennessee","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","1","0","0","0","1"
"493761","MIXED Institute of Cosmetology & Barber","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","15","0","15","90","0","0","15","90"
"493770","Vski Cosmetology School","2024","South Carolina","Nondegree-granting, primarily postsecondary","Under 1,000","South Carolina","South Carolina","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private not-for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","17","0","17","13","0","0","17","11"
"493804","Deluxe Barber College","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","2","0","2","80","0","0","2","80"
"493813","Falcon Institute of Health and Science","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","120","0","0","0","120"
"493831","Midwest Barber College","2024","Kansas","Nondegree-granting, primarily postsecondary","Under 1,000","Kansas","Kansas","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","16","0","0","1","16"
"493868","A Better U Beauty Barber Academy","2024","New Mexico","Nondegree-granting, primarily postsecondary","Under 1,000","New Mexico","New Mexico","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","48","0","0","0","48"
"493910","Tuana European Beauty Academy","2024","Colorado","Nondegree-granting, primarily postsecondary","Under 1,000","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","12","0","12","12","0","0","12","12"
"494001","Elevate Salon Institute","2024","North Carolina","Nondegree-granting, primarily postsecondary","Not applicable","North Carolina","North Carolina","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Large","Not applicable","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"494029","Lil Lou's Beauty and Barber College-Hammond","2024","Indiana","Nondegree-granting, primarily postsecondary","Under 1,000","Indiana","Indiana","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","7","0","0","0","7"
"494232","The Salon Professional Academy-Washington DC","2024","District of Columbia","Nondegree-granting, primarily postsecondary","Under 1,000","District of Columbia","District of Columbia","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","76","0","76","22","0","0","76","22"
"494357","UEI College-Sacramento","2024","California","Nondegree-granting, primarily postsecondary","1,000 - 4,999","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","754","0","0","0","754"
"494463","Derech Hachaim Seminary","2024","New York","Nondegree-granting, primarily postsecondary","Under 1,000","New York","New York","Mid East (DE, DC, MD, NJ, NY, PA)","Private not-for-profit, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","412","157","0","0","569"
"494472","Evvaylois Academy School of Beauty","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private not-for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","6","0","0","1","6"
"494524","Avenue Five Institute-South Austin Campus","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","88","0","88","57","0","0","88","57"
"494649","Esteem Academy of Beauty","2024","Utah","Nondegree-granting, primarily postsecondary","Under 1,000","Utah","Utah","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","35","0","35","16","0","0","35","16"
"494658","KC Beauty Academy","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","28","0","28","24","0","0","28","24"
"494700","Xtylo Beauty College","2024","Arizona","Nondegree-granting, primarily postsecondary","Under 1,000","Arizona","Arizona","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","20","0","0","0","20"
"494719","Tonsorial Arts Barber College","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","62","0","0","0","62"
"494728","Michael's Barber & Hair Stylist Academy","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","2","0","2","27","0","0","1","26"
"494764","Aviation Institute of Maintenance-Charlotte","2024","North Carolina","Nondegree-granting, primarily postsecondary","Under 1,000","North Carolina","North Carolina","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","4","73","0","0","77"
"494904","Access Careers-Islandia","2024","New York","Nondegree-granting, primarily postsecondary","Under 1,000","New York","New York","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","388","388","0","21","0","388","0","21"
"494995","Meryma'at Barber College","2024","Ohio","Nondegree-granting, primarily postsecondary","Under 1,000","Ohio","Ohio","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","1","0","0","13","1","0","13"
"495013","Western Maricopa Education Center","2024","Arizona","Nondegree-granting, primarily postsecondary","Under 1,000","Arizona","Arizona","Southwest (AZ, NM, OK, TX)","Public, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","78","0","78","15","14","0","78","29"
"495040","Makana Esthetics Wellness Academy","2024","Hawaii","Nondegree-granting, primarily postsecondary","Under 1,000","Hawaii","Hawaii","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","85","0","85","0","0","0","85","0"
"495077","Paul Mitchell the School-San Jose","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","86","0","0","0","86"
"495101","Zion Massage College","2024","Utah","Nondegree-granting, primarily postsecondary","Under 1,000","Utah","Utah","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","37","0","0","0","37"
"495110","Great Lakes Boat Building School","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private not-for-profit, less-than 2-year","Rural: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","21","0","0","0","21"
"495129","Austin Career Institute","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","157","0","157","0","0","0","156","0"
"495138","Professional Culinary Academy","2024","New York","Nondegree-granting, primarily postsecondary","Under 1,000","New York","New York","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","27","0","27","0","0","0","27","0"
"495174","Hollywood Cultural College","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","27","0","0","0","27"
"495208","Webb's Barber School of Arts","2024","Georgia","Nondegree-granting, primarily postsecondary","Under 1,000","Georgia","Georgia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","8","0","0","0","8"
"495217","Adrian H. Wallace Barber Academy","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","35","0","0","0","35"
"495226","St. Louis Med Tech","2024","Missouri","Nondegree-granting, primarily postsecondary","Under 1,000","Missouri","Missouri","Plains (IA, KS, MN, MO, NE, ND, SD)","Private not-for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","19","0","19","0","0","0","19","0"
"495235","Total Beauty Institute","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private not-for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","11","0","0","0","11"
"495244","Pearlands Innovative School of Beauty","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","14","0","14","31","0","0","14","31"
"495253","Durant Institute of Hair Design","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","36","0","0","1","36"
"495262","Premiere Aesthetics Institute","2024","Oregon","Nondegree-granting, primarily postsecondary","Under 1,000","Oregon","Oregon","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","60","0","60","0","0","0","60","0"
"495299","Florida Professional Institute","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","111","38","73","0","0","38","73","0"
"495305","The Professional Cosmetology Academy","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","40","0","40","41","0","0","40","41"
"495341","Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","0","31","0","0","31"
"495350","Paul Mitchell the School-North Tahoe","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","5","0","0","0","5"
"495369","Paul Mitchell the School-Fort Lauderdale","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","43","0","0","0","43"
"495378","PCI Academy-Iowa City","2024","Iowa","Nondegree-granting, primarily postsecondary","Under 1,000","Iowa","Iowa","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","64","0","64","0","18","0","64","18"
"495387","Larry's Barber College","2024","Illinois","Nondegree-granting, primarily postsecondary","Under 1,000","Illinois","Illinois","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","28","0","0","0","28"
"495411","Paul Mitchell the School-Provo","2024","Utah","Nondegree-granting, primarily postsecondary","Under 1,000","Utah","Utah","Rocky Mountains (CO, ID, MT, UT, WY)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","5","0","5","62","0","0","5","62"
"495518","Empire Beauty School-Newport News","2024","Virginia","Nondegree-granting, primarily postsecondary","Under 1,000","Virginia","Virginia","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","22","0","0","0","22"
"495730","Tricoci University of Beauty Culture-Normal","2024","Illinois","Nondegree-granting, primarily postsecondary","Under 1,000","Illinois","Illinois","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","56","0","56","24","0","0","56","24"
"495776","Elite Welding Academy","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","32","0","0","0","32"
"495794","Paul Mitchell the School-Murfreesboro-Nashville","2024","Tennessee","Nondegree-granting, primarily postsecondary","Under 1,000","Tennessee","Tennessee","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","120","0","120","58","0","0","120","58"
"495837","Dorsey College-Woodhaven","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","79","35","44","107","0","35","44","107"
"495934","San Joaquin Valley College-Delano","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","62","0","0","0","62"
"495998","San Joaquin Valley College-Porterville","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","76","0","0","0","76"
"496052","Ruben's Five Star Academy","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","23","4","19","4","0","4","19","4"
"496061","Mason Anthony School of Cosmetology Arts & Sciences","2024","Ohio","Nondegree-granting, primarily postsecondary","Under 1,000","Ohio","Ohio","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","283","151","132","0","9","151","132","9"
"496371","Elite Welding Academy South Point","2024","Ohio","Nondegree-granting, primarily postsecondary","Under 1,000","Ohio","Ohio","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","9","0","0","0","9"
